what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636090528
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.RunLast",1514636092801
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636092828
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636102667
executed,command,org.eclipse.ui.externaltools,3.2.0.v20100427,"org.eclipse.ui.externaltools.ExternalToolMenuDelegateToolbar",1514636119225
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636119258
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514636138567
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildProject",1514636151978
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636160984
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1514636233145
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636233177
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514636234435
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636249087
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1514636283800
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636283828
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1514636297438
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1514636301498
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.buildAll",1514636311240
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636327422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636360905
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514636368654
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636371894
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.moveResources",1514636374868
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.move",1514636374869
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636374923
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514636385952
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636389573
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1514636398001
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636398032
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514636418868
opened,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1514636418953
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1514636418991
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514636419016
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1514636421990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636454447
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636503042
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514636505600
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514636521639
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514636529617
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636533758
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636560099
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636574725
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636594904
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636600745
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1514636603601
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636603603
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636614329
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514636864023
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514636888260
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514636888324
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514636888353
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1514636909778
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514636918732
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1514636967257
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514636998819
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637004492
executed,command,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui.targetCreateCommand",1514637012558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637012582
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637021132
executed,command,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui.targetBuildCommand",1514637036172
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637036210
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637042296
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1514637281474
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637281597
opened,view,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui.views.MakeView",1514637290592
activated,view,org.eclipse.cdt.make.ui,7.0.0.201102110609,"org.eclipse.cdt.make.ui.views.MakeView",1514637290618
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.views.showView",1514637290618
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637307943
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637431369
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637431372
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637431729
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637432741
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637513525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637518316
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1514637529202
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637529232
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637545427
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637554688
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637564499
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637617748
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637627747
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1514637631789
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637631850
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637635003
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637640495
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1514637647321
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1514637671222
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637698770
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637888138
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514637907416
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637911558
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637915588
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637922111
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514637991438
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514637993183
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638007651
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514638011270
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1514638011367
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1514638011367
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638011395
closed,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514638011429
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.undo",1514638023239
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638035359
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638063459
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638071467
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1514638074063
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.import",1514638074063
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638074090
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638076124
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1514638081954
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1514638081954
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638081981
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638085569
executed,command,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring.commands.deleteResources",1514638087093
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.delete",1514638087093
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638087119
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638096592
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638113705
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638135288
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638161240
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1514638162391
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638164754
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638165643
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638166832
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638188348
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514638189894
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638190996
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638193937
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638204904
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638213817
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638229864
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1514638238438
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638238463
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638246391
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638255720
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1514638263556
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514638269850
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514638269923
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514638269946
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514638272439
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514638272480
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514638272495
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1514638277629
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514638277658
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1514638278997
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638280738
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638284363
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638292960
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1514638298173
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638298195
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638313235
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1514638320576
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638320656
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514638335454
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638338990
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.project.properties",1514638344325
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638344419
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514638357143
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1514638361843
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514638363923
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514638369036
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638371329
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638371477
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638371496
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638371566
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638371589
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638374525
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638426768
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638479247
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638480363
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638480887
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638482322
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638904264
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514638919518
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514638925466
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638928307
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638949180
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514638982661
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638983690
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514638989145
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514639034708
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514639052094
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514639053680
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514639152002
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514639159186
activated,view,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console.ConsoleView",1514639166148
activated,editor,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.DefaultTextEditor",1514639182527
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514639186445
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514639188790
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514639188821
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514639220850
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514639544461
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514639562940
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514639566203
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514639566228
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514639579593
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514639612792
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.save",1514639628147
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.ToggleBreakpoint",1514639629630
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1514639633332
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1514639634052
executed,command,,,"AUTOGEN:::org.eclipse.ui.texteditor.ruler.actions/org.eclipse.cdt.internal.ui.text.correction.CSelectRulerAction",1514639634506
executed,command,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui.commands.ToggleBreakpoint",1514639646630
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514639652112
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514639658795
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514639691640
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514640035257
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514640067470
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514640861978
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514640864248
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514640864356
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514640864388
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514640864407
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514640868554
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514640868585
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514640868597
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514640873422
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514640873442
opened,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514640877578
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514640877612
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514640877628
activated,editor,org.eclipse.cdt.ui,5.2.2.201102110609,"org.eclipse.cdt.ui.editor.CEditor",1514640879806
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514640924841
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514641264964
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514641269186
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514641681261
activated,view,org.eclipse.ui.navigator.resources,3.4.202.M20101124-0800,"org.eclipse.ui.navigator.ProjectExplorer",1514641682495
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1514641689429
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514641702132
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514641717193
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.refresh",1514641722261
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514641755598
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514641774226
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514641795401
closed,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1514843342525
stopped,bundle,org.eclipse.cdt.debug.mi.ui,6.1.0.201102110609,"org.eclipse.cdt.debug.mi.ui",1514843342818
stopped,bundle,org.eclipse.cdt.debug.mi.core,7.0.1.201102110609,"org.eclipse.cdt.debug.mi.core",1514843342818
stopped,bundle,org.eclipse.cdt.debug.ui.memory.memorybrowser,1.2.1.201102110609,"org.eclipse.cdt.debug.ui.memory.memorybrowser",1514843342818
stopped,bundle,org.eclipse.cdt.debug.ui.memory.search,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.search",1514843342818
stopped,bundle,org.eclipse.cdt.dsf.gdb.ui,2.1.0.201102110609,"org.eclipse.cdt.dsf.gdb.ui",1514843342818
stopped,bundle,org.eclipse.cdt.dsf.ui,2.1.2.201102110609,"org.eclipse.cdt.dsf.ui",1514843342818
stopped,bundle,org.eclipse.cdt.gdb.ui,7.0.0.201102110609,"org.eclipse.cdt.gdb.ui",1514843342819
stopped,bundle,org.eclipse.cdt.dsf.gdb,3.0.0.201102110609,"org.eclipse.cdt.dsf.gdb",1514843342819
stopped,bundle,org.eclipse.cdt.launch,6.1.0.201102110609,"org.eclipse.cdt.launch",1514843342819
stopped,bundle,org.eclipse.cdt.debug.ui,7.0.0.201102110609,"org.eclipse.cdt.debug.ui",1514843342824
stopped,bundle,org.eclipse.cdt.debug.ui.memory.traditional,1.2.0.201102110609,"org.eclipse.cdt.debug.ui.memory.traditional",1514843342824
stopped,bundle,org.eclipse.cdt.dsf,2.1.1.201102110609,"org.eclipse.cdt.dsf",1514843342825
stopped,bundle,org.eclipse.cdt.debug.core,7.0.0.201102110609,"org.eclipse.cdt.debug.core",1514843342825
